제목,작성자,작성일,조회수,좋아요
인하대 전기전자 교과 및 학종 컷,oks00000,2024.11.12.,592,N/A
N/A,oks00000,N/A,N/A,N/A
수능 막판인 내일 뭐 하실거에요?,초록샤프,2024.11.11.,581,N/A
N/A,초록샤프,N/A,N/A,N/A
고려대 건축학과 최저,타자사자,2024.11.11.,203,N/A
N/A,타자사자,N/A,N/A,N/A
전문대 간호 추천 받습니다,Gcjcksk,2024.11.11.,515,N/A
N/A,Gcjcksk,N/A,N/A,N/A
나만 대학생안되는거아닌가ㅜㅜ,illiillliiliill,2024.11.11.,359,N/A
N/A,illiillliiliill,N/A,N/A,N/A
어느 학교가 다방면으로 봤을때 가장 좋은가요 ?!!,방울토마도ㅡ,2024.11.11.,344,N/A
N/A,방울토마도ㅡ,N/A,N/A,N/A
영어 69수능기출 몇년도까지풀어요?,Nssu,2024.11.11.,116,N/A
N/A,Nssu,N/A,N/A,N/A
사회문화 질문,ㅁㅁㄴㄹ,2024.11.11.,116,N/A
N/A,ㅁㅁㄴㄹ,N/A,N/A,N/A
질문. 민증 사진과 실물,하이루야이,2024.11.11.,96,N/A
N/A,하이루야이,N/A,N/A,N/A
백석대 청운대 홍성캠,랟더스,2024.11.11.,117,N/A
N/A,랟더스,N/A,N/A,N/A
생윤 니부어,으ㅡㅡ우앙ㅇ,2024.11.11.,155,N/A
N/A,으ㅡㅡ우앙ㅇ,N/A,N/A,N/A
ㅎㅎ한기대가자,츠츠츠츠츠츳,2024.11.11.,210,N/A
N/A,츠츠츠츠츠츳,N/A,N/A,N/A
[미대 수시] 성신 한 발 남앗다 ㅋㅋ,이건 되겠지,2024.11.11.,977,N/A
N/A,이건 되겠지,N/A,N/A,N/A
루소 사회계약,대학 딱,2024.11.11.,72,N/A
N/A,대학 딱,N/A,N/A,N/A
삼육보건대 vs 건양대,남흐,2024.11.11.,379,N/A
N/A,남흐,N/A,N/A,N/A
남서울대 합격하고 싶다!!!🍀,간호학과 가고싶은 06,2024.11.11.,385,N/A
N/A,간호학과 가고싶은 06,N/A,N/A,N/A
신한대 vs 강남대,합격두가자,2024.11.11.,589,N/A
N/A,합격두가자,N/A,N/A,N/A
우황청심원 드시나요?,asdyui21,2024.11.11.,381,N/A
N/A,asdyui21,N/A,N/A,N/A
국어풀때,인생은 쓰,2024.11.11.,94,N/A
N/A,인생은 쓰,N/A,N/A,N/A
진학사 점공,manonnn,2024.11.11.,404,N/A
N/A,manonnn,N/A,N/A,N/A
사문 개념,곡둥,2024.11.11.,117,N/A
N/A,곡둥,N/A,N/A,N/A
저희 아들도 연대 활우 1단계 합격했어요!!,연고나무,2024.11.11.,1305,N/A
N/A,연고나무,N/A,N/A,N/A
대학에 가면 행복할까?,냥대합격시켜주세요,2024.11.11.,442,N/A
N/A,냥대합격시켜주세요,N/A,N/A,N/A
짝홀 답 비율,zxxx,2024.11.11.,180,N/A
N/A,zxxx,N/A,N/A,N/A
백석대 유아교육과,대학합격기원간절,2024.11.11.,156,N/A
N/A,대학합격기원간절,N/A,N/A,N/A
수시1차합격되면 수시2차못쓰나요?,페이보릿73,2024.11.11.,636,N/A
N/A,페이보릿73,N/A,N/A,N/A
성대 학추,수시 최저러,2024.11.11.,277,N/A
N/A,수시 최저러,N/A,N/A,N/A
컨설팅 시기,앵깡맘,2024.11.11.,184,N/A
N/A,앵깡맘,N/A,N/A,N/A
수능 영어 짝수형,제발요제발제잘제발,2024.11.11.,580,N/A
N/A,제발요제발제잘제발,N/A,N/A,N/A
약대 편입 고민,liiliiIIIIIIII,2024.11.11.,581,N/A
N/A,liiliiIIIIIIII,N/A,N/A,N/A
종교윤리 엘리아데,원숭숭,2024.11.11.,83,N/A
N/A,원숭숭,N/A,N/A,N/A
도와주세요!!ㅠ 미필 쌩사수생 군대 입영 연기,라키뽀키,2024.11.11.,73,N/A
N/A,라키뽀키,N/A,N/A,N/A
생윤 홉스,미대는나의꿈,2024.11.11.,86,N/A
N/A,미대는나의꿈,N/A,N/A,N/A
정시 비실기,ssaq,2024.11.11.,300,N/A
N/A,ssaq,N/A,N/A,N/A
연세 활우,100soo,2024.11.11.,825,N/A
N/A,100soo,N/A,N/A,N/A
숭실대24 질문받아요,llllllllIIIlllll,2024.11.11.,403,N/A
N/A,llllllllIIIlllll,N/A,N/A,N/A
올해 간호 터졌나요?,Iiiiiiiiiiiii3,2024.11.11.,1264,N/A
N/A,Iiiiiiiiiiiii3,N/A,N/A,N/A
가천대 간호 지균 1차 붙으신 분들,Lllllllllliilllll,2024.11.11.,482,N/A
N/A,Lllllllllliilllll,N/A,N/A,N/A
강원대,민여여여어어어엉,2024.11.11.,190,N/A
N/A,민여여여어어어엉,N/A,N/A,N/A
제주대 수학교육과 종합,후벵 아모림,2024.11.11.,116,N/A
N/A,후벵 아모림,N/A,N/A,N/A
영어 모고 지금 공부,아르릉응,2024.11.11.,233,N/A
N/A,아르릉응,N/A,N/A,N/A
면접의상?,today8468,2024.11.11.,248,N/A
N/A,today8468,N/A,N/A,N/A
이번 수능 사문,밥미몽,2024.11.11.,325,N/A
N/A,밥미몽,N/A,N/A,N/A
외대 논술 준비 도와주실분,버낱이,2024.11.11.,163,N/A
N/A,버낱이,N/A,N/A,N/A
생윤 최저,ㅇㅈ이,2024.11.11.,167,N/A
N/A,ㅇㅈ이,N/A,N/A,N/A
말을 못하는게 고민이에요,lllIIIllllllIIl,2024.11.11.,232,N/A
N/A,lllIIIllllllIIl,N/A,N/A,N/A
[미대 수시] 영대 산디,Miiiiiiiii,2024.11.11.,126,N/A
N/A,Miiiiiiiii,N/A,N/A,N/A
고등학생 연애,illlililiill,2024.11.11.,623,N/A
N/A,illlililiill,N/A,N/A,N/A
백석대 치위생 최초합 햇어여,Y2eo,2024.11.11.,523,N/A
N/A,Y2eo,N/A,N/A,N/A
진짜 멘탈 너무 갈려요...,학생732,2024.11.11.,774,N/A
N/A,학생732,N/A,N/A,N/A
사문 빈곤 문제 질문이여,xxuni,2024.11.11.,179,N/A
N/A,xxuni,N/A,N/A,N/A
골라주세요,sjjasunask,2024.11.11.,55,N/A
N/A,sjjasunask,N/A,N/A,N/A
사탐런 조언 부탁 드려요!,Nuee1y,2024.11.11.,294,N/A
N/A,Nuee1y,N/A,N/A,N/A
수시2차 지원자 문의,뒤돌아봐요,2024.11.11.,128,N/A
N/A,뒤돌아봐요,N/A,N/A,N/A
백석예대.정화예대.국제예대...최초합,감사감사최초합,2024.11.11.,295,N/A
N/A,감사감사최초합,N/A,N/A,N/A
[빠지실분] 수원대 영화과,살려줘요삼수는안돼요,2024.11.11.,221,N/A
N/A,살려줘요삼수는안돼요,N/A,N/A,N/A
[사범대 수시] 농어촌 예비,미역국밥충,2024.11.11.,123,N/A
N/A,미역국밥충,N/A,N/A,N/A
논술 선생님..벌써 2광탈..,스카이2025,2024.11.11.,526,N/A
N/A,스카이2025,N/A,N/A,N/A
대법원 헌법재판소,반수가능할지도,2024.11.11.,125,N/A
N/A,반수가능할지도,N/A,N/A,N/A
면접 준비,RBQLSS,2024.11.11.,114,N/A
N/A,RBQLSS,N/A,N/A,N/A
동덕여대 조기발표된다면 몇시쯤 나올까요…,118264,2024.11.11.,357,N/A
N/A,118264,N/A,N/A,N/A
2합 5 최저 빡센편인가요?,엡어,2024.11.11.,1387,N/A
N/A,엡어,N/A,N/A,N/A
아주대,ribii,2024.11.11.,895,N/A
N/A,ribii,N/A,N/A,N/A
아주대 첨단,갱뇸뇸,2024.11.11.,507,N/A
N/A,갱뇸뇸,N/A,N/A,N/A
경희 미대 지균,liliiiliiil,2024.11.11.,374,N/A
N/A,liliiiliiil,N/A,N/A,N/A
백석대 간호 최초합,화탱탱,2024.11.11.,773,N/A
N/A,화탱탱,N/A,N/A,N/A
예비고3 앞으로 어떻게 할지 구체적으로 말해주실 천사분 구해요 ㅠㅠ,안녕하세여여용,2024.11.11.,369,N/A
N/A,안녕하세여여용,N/A,N/A,N/A
학원이 나을까요 과외가 나을까요,맨23,2024.11.11.,136,N/A
N/A,맨23,N/A,N/A,N/A
광운대 컴공 vs 에리카 컴공,레로니,2024.11.11.,504,N/A
N/A,레로니,N/A,N/A,N/A
백석대 빠져주세요,sbc777,2024.11.11.,395,N/A
N/A,sbc777,N/A,N/A,N/A
수2 주제 탐구 보고서 주제 선정 도와주세요ㅠㅠ,빈한비,2024.11.11.,51,N/A
N/A,빈한비,N/A,N/A,N/A
수능때 사회문화,제발요제발제잘제발,2024.11.11.,351,N/A
N/A,제발요제발제잘제발,N/A,N/A,N/A
난이도 어려운 국어 시험,말석,2024.11.11.,175,N/A
N/A,말석,N/A,N/A,N/A
신한대,i11111111111,2024.11.11.,567,N/A
N/A,i11111111111,N/A,N/A,N/A
생윤 노베 -> 3등급 3일만에 가능할까요?,iliilliiililili,2024.11.11.,341,N/A
N/A,iliilliiililili,N/A,N/A,N/A
고2인데 아직도 탐구 못정함,삉구,2024.11.11.,420,N/A
N/A,삉구,N/A,N/A,N/A
안녕하세요,김한가삭조,2024.11.11.,22,N/A
N/A,김한가삭조,N/A,N/A,N/A
[문제질문] 사문 도표에서,퐉스,2024.11.11.,130,N/A
N/A,퐉스,N/A,N/A,N/A
동국대 조기 발표,합격이라고말해,2024.11.11.,2442,N/A
N/A,합격이라고말해,N/A,N/A,N/A
신한대 vs 순천향대,mdh00,2024.11.11.,393,N/A
N/A,mdh00,N/A,N/A,N/A
동대발표 왜안헤 (두드림임 ㅠㅋ),용구르트름,2024.11.11.,437,N/A
N/A,용구르트름,N/A,N/A,N/A
영어 감 떨어짐ㅜ,lllllIIIllIIllIl,2024.11.11.,439,N/A
N/A,lllllIIIllIIllIl,N/A,N/A,N/A
[시립대] 시립대생인데 학교 생활 질문 받습니다,모로멘,2024.11.11.,856,N/A
N/A,모로멘,N/A,N/A,N/A
선택과목 질문,ttyu,2024.11.11.,30,N/A
N/A,ttyu,N/A,N/A,N/A
혹시 저도 축하받을 수 있을까요?,yonsiuu,2024.11.11.,4976,N/A
N/A,yonsiuu,N/A,N/A,N/A
아무생각 하지않기,합격시켜주세요갈거야,2024.11.11.,121,N/A
N/A,합격시켜주세요갈거야,N/A,N/A,N/A
한광대vs대림대,햐3,2024.11.11.,60,N/A
N/A,햐3,N/A,N/A,N/A
롤스 공정한 절차,반수계란,2024.11.11.,68,N/A
N/A,반수계란,N/A,N/A,N/A
15일 서울시립대 면접형 1차 몇시,승뿡이ㅣ,2024.11.11.,531,N/A
N/A,승뿡이ㅣ,N/A,N/A,N/A
대전보건대 치위생,냥똥이,2024.11.11.,53,N/A
N/A,냥똥이,N/A,N/A,N/A
서울대>>>>>>>>>>>>연고대,gugajungdokja,2024.11.11.,1025,N/A
N/A,gugajungdokja,N/A,N/A,N/A
[고연대 수시] 응 정시로설대갈거야,Iiiliiiililililliii,2024.11.11.,641,N/A
N/A,Iiiliiiililililliii,N/A,N/A,N/A
동국대 매우중요*****,li123,2024.11.11.,2071,N/A
N/A,li123,N/A,N/A,N/A
백석대 관광학부 창의 인재 최초합🤗,오야뉴넌,2024.11.11.,152,N/A
N/A,오야뉴넌,N/A,N/A,N/A
백석대 백석인재 치위생,키링1,2024.11.11.,213,N/A
N/A,키링1,N/A,N/A,N/A
"예원예대 합격 (양주 덕정이나 덕계등 입시미술학원, 중학교, 고등학교 정보 좀 부탁드릴께요.)",라넌큘,2024.11.11.,43,N/A
N/A,라넌큘,N/A,N/A,N/A
개념원리(미적분),II11II111,2024.11.11.,6,N/A
N/A,II11II111,N/A,N/A,N/A
가입인사,lllIlllIIIllIlilili,2024.11.11.,7,N/A
N/A,lllIlllIIIllIlilili,N/A,N/A,N/A
덕성여대 과학기술대학!!!!!,omo00,2024.11.11.,465,N/A
N/A,omo00,N/A,N/A,N/A
백석대 간호,teoooooe,2024.11.11.,216,N/A
N/A,teoooooe,N/A,N/A,N/A
연대 활우 합격했어요,시리눈,2024.11.11.,2217,N/A
N/A,시리눈,N/A,N/A,N/A
"덕성여대 근처 어디서 숙박하면되나요,",호랑이시베리아,2024.11.11.,400,N/A
N/A,호랑이시베리아,N/A,N/A,N/A
6학종면접,레츠고인서울,2024.11.11.,595,N/A
N/A,레츠고인서울,N/A,N/A,N/A
하루에 실모 두 개 푸는 거 에반가용가리,먀먀먀먀먀먀먀먀옹,2024.11.11.,279,N/A
N/A,먀먀먀먀먀먀먀먀옹,N/A,N/A,N/A
아주대 고른기회도 내일 뜨는건가요??,IlIllIIIllIllIllII,2024.11.11.,261,N/A
N/A,IlIllIIIllIllIllII,N/A,N/A,N/A
과도하향도 예비 42번 받을 수 있군요....,안넝헤헤,2024.11.11.,823,N/A
N/A,안넝헤헤,N/A,N/A,N/A
청주대 간호 내신공유해요,1illlilll7,2024.11.11.,353,N/A
N/A,1illlilll7,N/A,N/A,N/A
백석대 경상학부 예비 190번 대인데 붙을수있나요?,Zzzusjs,2024.11.11.,115,N/A
N/A,Zzzusjs,N/A,N/A,N/A
[미대 수시] 백석대 합격,냥짱콩,2024.11.11.,657,N/A
N/A,냥짱콩,N/A,N/A,N/A
백석대 응급구조학과,대학은드가야지,2024.11.11.,240,N/A
N/A,대학은드가야지,N/A,N/A,N/A
영남대 vs 경상국립대,jm8795,2024.11.11.,255,N/A
N/A,jm8795,N/A,N/A,N/A
생윤 의식주윤리,ililillllil,2024.11.11.,64,N/A
N/A,ililillllil,N/A,N/A,N/A
워킹맘들 수능날 휴가 내실 건가요?,liillIii1,2024.11.11.,593,N/A
N/A,liillIii1,N/A,N/A,N/A
최저때문에 특정 과목 버리시는 분들,이악대가자,2024.11.11.,470,N/A
N/A,이악대가자,N/A,N/A,N/A
[공부인증] 백석대 외식산업학부,슈비리두비둡,2024.11.11.,57,N/A
N/A,슈비리두비둡,N/A,N/A,N/A
생윤 모겐소,반수가능할지도,2024.11.11.,103,N/A
N/A,반수가능할지도,N/A,N/A,N/A
인하대 합격 기원🍀🍀,님아아아,2024.11.11.,602,N/A
N/A,님아아아,N/A,N/A,N/A
백석대 응급구조학과 최초합,대학의맛tv,2024.11.11.,390,N/A
N/A,대학의맛tv,N/A,N/A,N/A
백석대 치위,Rockkk,2024.11.11.,125,N/A
N/A,Rockkk,N/A,N/A,N/A
백석대 관광학부,메아비해피,2024.11.11.,100,N/A
N/A,메아비해피,N/A,N/A,N/A
생윤,반수가능할지도,2024.11.11.,65,N/A
N/A,반수가능할지도,N/A,N/A,N/A
이*은 동국대,6관왕이 될테다,2024.11.11.,248,N/A
N/A,6관왕이 될테다,N/A,N/A,N/A
12월 13일에 모든게 걸려있는데,Peaceful Korean,2024.11.11.,766,N/A
N/A,Peaceful Korean,N/A,N/A,N/A
고3 선택과목,llillliliiiilil,2024.11.11.,120,N/A
N/A,llillliliiiilil,N/A,N/A,N/A
솔직히 현역을 조금이라도 배려해준다면,아롱다롱서롱티비,2024.11.11.,1128,N/A
N/A,아롱다롱서롱티비,N/A,N/A,N/A
공규현 학생의 동국대 합격을 축하합니다,동사런,2024.11.11.,471,N/A
N/A,동사런,N/A,N/A,N/A
윤도*생명 라이브수업,알베로,2024.11.11.,181,N/A
N/A,알베로,N/A,N/A,N/A
2025 수능이 끝나면,한대산 영어,2024.11.11.,285,N/A
N/A,한대산 영어,N/A,N/A,N/A
사실 내일 4시 59분에 해도 조발임,물리학과보내주세요,2024.11.11.,749,N/A
N/A,물리학과보내주세요,N/A,N/A,N/A
박*진 학생의 동국대 합격을 기원합니다,나애전애옹,2024.11.11.,279,N/A
N/A,나애전애옹,N/A,N/A,N/A
동국대 밀당 ㄹㅈㄷ네요,수시러3918,2024.11.11.,1066,N/A
N/A,수시러3918,N/A,N/A,N/A
동국,베리베리베라,2024.11.11.,812,N/A
N/A,베리베리베라,N/A,N/A,N/A
대학 골라주세요ㅜㅜ,코리도라스가물치,2024.11.11.,390,N/A
N/A,코리도라스가물치,N/A,N/A,N/A
이*섭 학생의 동국대 합격을 기원합니다.,한결이올시다,2024.11.11.,86,N/A
N/A,한결이올시다,N/A,N/A,N/A
[동국대] 동국대 합격 기원,엄마행복하게해주기,2024.11.11.,242,N/A
N/A,엄마행복하게해주기,N/A,N/A,N/A
백석대 예비도 없는 불합격…,사회복지학과ㅏㅏ,2024.11.11.,804,N/A
N/A,사회복지학과ㅏㅏ,N/A,N/A,N/A
[고연대 수시] 수시로 떨어지면 정시로 가지 뭐,yonsiuu,2024.11.11.,639,N/A
N/A,yonsiuu,N/A,N/A,N/A
@@학생 합격 기원 게시글????,두더지쿼카,2024.11.11.,403,N/A
N/A,두더지쿼카,N/A,N/A,N/A
[동국대] 이*린학생 동국대 1차 합격을 축하합니다.,동국대 화공 25학번,2024.11.11.,545,N/A
N/A,동국대 화공 25학번,N/A,N/A,N/A
진짜 조발 안 하려나,물리학과보내주세요,2024.11.11.,700,N/A
N/A,물리학과보내주세요,N/A,N/A,N/A
백석대 자율전공 100명 모집 예비16번,ofn21c,2024.11.11.,258,N/A
N/A,ofn21c,N/A,N/A,N/A
마닳 상상베오베,llililliiililllllll,2024.11.11.,52,N/A
N/A,llililliiililllllll,N/A,N/A,N/A
이*현 학생의 동국대 합격을 기원합니다,Rosanne,2024.11.11.,104,N/A
N/A,Rosanne,N/A,N/A,N/A
동국대 오늘 조발 안하나요?,코돈이꿀잼,2024.11.11.,663,N/A
N/A,코돈이꿀잼,N/A,N/A,N/A
연대 활우 1차 뚫으신 분들,올해고삼,2024.11.11.,1099,N/A
N/A,올해고삼,N/A,N/A,N/A
황@은동국대합격을기원해주세요,비나이다비나이다가자,2024.11.11.,161,N/A
N/A,비나이다비나이다가자,N/A,N/A,N/A
인하대 디텍,uuminxx,2024.11.11.,227,N/A
N/A,uuminxx,N/A,N/A,N/A
백석대 지역인재,쥐웅,2024.11.11.,97,N/A
N/A,쥐웅,N/A,N/A,N/A
불교 인재 신** 학생의 동국대 합격을 기원합니다. 나무아미타불,예를들어,2024.11.11.,153,N/A
N/A,예를들어,N/A,N/A,N/A
생윤 사회계약론 질문,대학저요제발저,2024.11.11.,56,N/A
N/A,대학저요제발저,N/A,N/A,N/A
션티쌤,현역이화목표,2024.11.11.,108,N/A
N/A,현역이화목표,N/A,N/A,N/A
dk아니 왜 안 들어가져 연대 이새,농농쓰,2024.11.11.,835,N/A
N/A,농농쓰,N/A,N/A,N/A
동국대 곧 발표네요 1차 모두 붙으시길 빕니다~ 이 글 동국대에서 쓰고있네요 ㅋㅋ,인서울수학과,2024.11.11.,2820,N/A
N/A,인서울수학과,N/A,N/A,N/A
수원대 서양화 합격..학교고민,무마무마,2024.11.11.,581,N/A
N/A,무마무마,N/A,N/A,N/A
생윤 샤모 리트,이대유교과25학번,2024.11.11.,66,N/A
N/A,이대유교과25학번,N/A,N/A,N/A
수험생 카페에서 이런 글이..,Iiliiililliili,2024.11.11.,727,N/A
N/A,Iiliiililliili,N/A,N/A,N/A
정법 질문!!!,jjjjijnJjkAn,2024.11.11.,113,N/A
N/A,jjjjijnJjkAn,N/A,N/A,N/A
[건대] 건국대 논술 장소,헬로든든힘내,2024.11.11.,179,N/A
N/A,헬로든든힘내,N/A,N/A,N/A
연대 안들어가져요,으휴확가,2024.11.11.,1400,N/A
N/A,으휴확가,N/A,N/A,N/A
서버 복구 언제될까요??,liiilliiillllii,2024.11.11.,877,N/A
N/A,liiilliiillllii,N/A,N/A,N/A
신한대 예비,대학합격할께요,2024.11.11.,401,N/A
N/A,대학합격할께요,N/A,N/A,N/A
[경기남부권] 12월2일 26년 수능 수포자 대상 수능수업합니다,이강토수능수학,2024.11.11.,185,N/A
N/A,이강토수능수학,N/A,N/A,N/A
면접때 대한적십자사 언급,감바스스,2024.11.11.,100,N/A
N/A,감바스스,N/A,N/A,N/A
내일 동덕여대 발표,Iiiiiiiisiiiii,2024.11.11.,1376,N/A
N/A,Iiiiiiiisiiiii,N/A,N/A,N/A
연대 서버 터졌나요ㅠㅠㅠ,illlillllliiillll,2024.11.11.,1404,N/A
N/A,illlillllliiillll,N/A,N/A,N/A
수능 도시락 마라샹궈,sapi0b,2024.11.11.,658,N/A
N/A,sapi0b,N/A,N/A,N/A
당위의 학문,행운이가득하기를바람,2024.11.11.,33,N/A
N/A,행운이가득하기를바람,N/A,N/A,N/A
면접 때 독서 내용 준비,duality0511,2024.11.11.,244,N/A
N/A,duality0511,N/A,N/A,N/A
[고연대 수시] 솔직히 5시에 발표하면,Decembertweetie,2024.11.11.,1396,N/A
N/A,Decembertweetie,N/A,N/A,N/A
신한대 간호,나비연기,2024.11.11.,306,N/A
N/A,나비연기,N/A,N/A,N/A
[고연대 수시] 활우 정시 발표,큼근,2024.11.11.,1072,N/A
N/A,큼근,N/A,N/A,N/A
동국대 1차 및 최종합격 기원 10일차🙏🏻,갈거야 인서울,2024.11.11.,579,N/A
N/A,갈거야 인서울,N/A,N/A,N/A
실패하면 복학해야하는데,illllilllili,2024.11.11.,360,N/A
N/A,illllilllili,N/A,N/A,N/A
건양대 임상병리 방사선,iLiuiii,2024.11.11.,208,N/A
N/A,iLiuiii,N/A,N/A,N/A
평택대 과탐실,간호학과보내주세ㅇ,2024.11.11.,46,N/A
N/A,간호학과보내주세ㅇ,N/A,N/A,N/A
사문 질문이여,xxuni,2024.11.11.,114,N/A
N/A,xxuni,N/A,N/A,N/A
신한대 간호 교과 일반전형 예비,서녕158,2024.11.11.,285,N/A
N/A,서녕158,N/A,N/A,N/A
경인교대 수시 발표일은 언제인가요,여나여나야,2024.11.11.,678,N/A
N/A,여나여나야,N/A,N/A,N/A
신한대 경영 자전,suqawse,2024.11.11.,93,N/A
N/A,suqawse,N/A,N/A,N/A
[약대 수시] 덕성 1차,응늉응늉,2024.11.11.,1253,N/A
N/A,응늉응늉,N/A,N/A,N/A
[빠지실분] 상지대 물치,참참시,2024.11.11.,55,N/A
N/A,참참시,N/A,N/A,N/A
청주대 질문,dlqmsdldla,2024.11.11.,519,N/A
N/A,dlqmsdldla,N/A,N/A,N/A
응급구조학과 추천 부탁드려요!!,uunnuni,2024.11.11.,91,N/A
N/A,uunnuni,N/A,N/A,N/A
1지망 대학 최종 13일에 나오는데,공부짱짱이되고픈,2024.11.11.,529,N/A
N/A,공부짱짱이되고픈,N/A,N/A,N/A
미술학원 정시특강,흑ㄱ대학가고싶어요,2024.11.11.,560,N/A
N/A,흑ㄱ대학가고싶어요,N/A,N/A,N/A
대전 응구과,LJYKCW,2024.11.11.,106,N/A
N/A,LJYKCW,N/A,N/A,N/A
수시 합격 등록포기후 정시지원 가능한가요 ?,LiiiLllllliiiiiiiii,2024.11.11.,1032,N/A
N/A,LiiiLllllliiiiiiiii,N/A,N/A,N/A
대치동 당근있으신분 연결 부탁드려요…ㅠㅠ,수시합격기원제발,2024.11.11.,211,N/A
N/A,수시합격기원제발,N/A,N/A,N/A
전주대 최초합,2hr,2024.11.11.,488,N/A
N/A,2hr,N/A,N/A,N/A
[빠지실분] 신한대 스포츠의학과 빠지시는 분?,냉장고맛있다,2024.11.11.,170,N/A
N/A,냉장고맛있다,N/A,N/A,N/A
신한대 간호 예비,제발간호학과,2024.11.11.,279,N/A
N/A,제발간호학과,N/A,N/A,N/A
님들연대안나옴?안나올리가없뜸나만안뜨나,akzmtldus,2024.11.11.,2971,N/A
N/A,akzmtldus,N/A,N/A,N/A
이대 국제학부 vs 서강대 영문학부,벌써고삼이라니,2024.11.11.,715,N/A
N/A,벌써고삼이라니,N/A,N/A,N/A
최초합 신한대 사회과학대학,면접때문에머리아픔,2024.11.11.,608,N/A
N/A,면접때문에머리아픔,N/A,N/A,N/A
신한대 사회과학,대학아나살려,2024.11.11.,165,N/A
N/A,대학아나살려,N/A,N/A,N/A
인하대 합격기원🍀🐉,미믐믐,2024.11.11.,661,N/A
N/A,미믐믐,N/A,N/A,N/A
기대가 컸던 탓일까요,serenitas,2024.11.11.,793,N/A
N/A,serenitas,N/A,N/A,N/A
[미대 수시] 삼반수 홍대 1차 떨,과탑삼반수,2024.11.11.,966,N/A
N/A,과탑삼반수,N/A,N/A,N/A
서울신학대 추합 예비번호,dkwjskskx,2024.11.11.,412,N/A
N/A,dkwjskskx,N/A,N/A,N/A
2025학년도 기회균형전형(저소득) 정시 모집군별 인서울 대학 리스트(나군),기균서울대,2024.11.11.,331,N/A
N/A,기균서울대,N/A,N/A,N/A
국어의 본질..,인생은 쓰,2024.11.11.,61,N/A
N/A,인생은 쓰,N/A,N/A,N/A
부천대 배화여대 보건행정,양영양영,2024.11.11.,49,N/A
N/A,양영양영,N/A,N/A,N/A
신한대 일반전형 경영 자전 예비 몇 번까지 돌까요?ㅋㅋ,바보므엉,2024.11.11.,192,N/A
N/A,바보므엉,N/A,N/A,N/A
신한대 학생부우수자,제발25학번좀,2024.11.11.,222,N/A
N/A,제발25학번좀,N/A,N/A,N/A
신한대,Yyyyyyy06,2024.11.11.,291,N/A
N/A,Yyyyyyy06,N/A,N/A,N/A
김천대 셔틀,행복지수 만땅,2024.11.11.,138,N/A
N/A,행복지수 만땅,N/A,N/A,N/A
신한대 간호학과 추천?,아자아자쭈쭈,2024.11.11.,423,N/A
N/A,아자아자쭈쭈,N/A,N/A,N/A
신한대 뜨거운 합격,제발 붙여주시길,2024.11.11.,645,N/A
N/A,제발 붙여주시길,N/A,N/A,N/A
대진대 인문사회 예비,락감자,2024.11.11.,71,N/A
N/A,락감자,N/A,N/A,N/A
간호학과,VwViiii,2024.11.11.,403,N/A
N/A,VwViiii,N/A,N/A,N/A
신한대 간호 최초합 !!!,노눈게좋른데,2024.11.11.,581,N/A
N/A,노눈게좋른데,N/A,N/A,N/A
수능의 놀라운 경험,이강토수능수학,2024.11.11.,197,N/A
N/A,이강토수능수학,N/A,N/A,N/A
신한대 유아교육과 예비,ㅡㅜㅜㅜㅡㅠㅍ,2024.11.11.,397,N/A
N/A,ㅡㅜㅜㅜㅡㅠㅍ,N/A,N/A,N/A
서울신학대 일반전형 예비 12번,serenitas,2024.11.11.,258,N/A
N/A,serenitas,N/A,N/A,N/A
신한대,대학아나살려,2024.11.11.,365,N/A
N/A,대학아나살려,N/A,N/A,N/A
서울 신학대,33ㅁㅈㅁ33,2024.11.11.,161,N/A
N/A,33ㅁㅈㅁ33,N/A,N/A,N/A
김천대 조기발표,겨울온조,2024.11.11.,236,N/A
N/A,겨울온조,N/A,N/A,N/A
홍대 교과(인문 예능) 전형에서 진로 선택 과목은 국영수사 관련 교과만 해당인거예요?,lliiliiilillli,2024.11.11.,187,N/A
N/A,lliiliiilillli,N/A,N/A,N/A
